bar_open,breadth,btc_r3,btc_ema55_up,known_at,F1_btc_vol,F2_xs_disp,F3_btc_down_volexp,F4_neg_breadth,F5_composite,F5b_composite_noF1,riskoff_z,abtr,trend_strong,btc_up,F5b,F5
2025-12-19 04:00:00+00:00,0.0022727272727272726,0.022624376488981524,0.0,2025-12-19 08:00:00+00:00,1.0,0.0,0.0,0.0,0.0,0.0,-2.5539670156596106,1.25905722433468,1.0,1.0,0.0,0.0
2025-12-19 08:00:00+00:00,0.004545454545454545,0.010930258689286099,1.0,2025-12-19 12:00:00+00:00,1.0,0.0,0.0,0.0,1.0,0.0,-1.0759770578702097,1.085872675030667,1.0,1.0,0.0,1.0
2025-12-19 12:00:00+00:00,0.006818181818181818,-0.00012167898808568278,0.0,2025-12-19 16:00:00+00:00,1.0,0.0,1.0,0.0,1.0,0.0,-1.307081430673049,0.7539994428136365,0.0,0.0,0.0,1.0
2025-12-19 16:00:00+00:00,0.004545454545454545,0.003131186549491849,0.0,2025-12-19 20:00:00+00:00,1.0,1.0,0.0,0.0,0.0,0.0,-2.265871898458438,0.3531027541284577,0.0,1.0,0.0,0.0
2025-12-19 20:00:00+00:00,0.0,0.0031163785790815357,0.0,2025-12-20 00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,0.0,-1.2129091754072667,0.22350008518437575,0.0,1.0,0.0,0.0
2025-12-20 00:00:00+00:00,0.0,0.011323944889829018,1.0,2025-12-20 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.218693627853262,2.196219575689196,1.0,1.0,0.0,0.0
2025-12-20 04:00:00+00:00,0.004545454545454545,0.01413049474545569,1.0,2025-12-20 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.7295272767618983,1.3562572617822117,1.0,1.0,0.0,0.0
2025-12-20 08:00:00+00:00,0.0022727272727272726,0.015002421229524554,1.0,2025-12-20 12:00:00+00:00,0.0,0.0,0.0,0.0,1.0,1.0,0.25725647287190606,0.46732241203336283,0.0,1.0,1.0,1.0
2025-12-20 12:00:00+00:00,0.004545454545454545,0.010817580632952462,0.0,2025-12-20 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,1.0,0.4018982627261345,0.2715335019512019,0.0,1.0,1.0,0.0
2025-12-20 16:00:00+00:00,0.004545454545454545,0.02574471376218712,1.0,2025-12-20 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.0681800336322527,0.4434409096133909,0.0,1.0,0.0,0.0
2025-12-20 20:00:00+00:00,0.004545454545454545,0.02458423045511915,1.0,2025-12-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.5628691285837444,0.22540666923076655,0.0,1.0,0.0,0.0
2025-12-21 00:00:00+00:00,0.004545454545454545,0.016957531669036463,0.0,2025-12-21 04:00:00+00:00,0.0,0.0,0.0,1.0,0.0,1.0,0.3115614555877193,0.28901640626285274,0.0,1.0,1.0,0.0
2025-12-21 04:00:00+00:00,0.0,0.015569062364971797,0.0,2025-12-21 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.8081765792487006,0.6083659959052936,0.0,1.0,0.0,0.0
2025-12-21 08:00:00+00:00,0.0022727272727272726,0.014925270516947142,1.0,2025-12-21 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8060826572061264,0.5314217172223832,0.0,1.0,0.0,0.0
2025-12-21 12:00:00+00:00,0.015909090909090907,-0.005154790643845941,0.0,2025-12-21 16:00:00+00:00,0.0,0.0,0.0,1.0,0.0,1.0,0.9457449438720398,0.9466352714118892,0.0,0.0,1.0,0.0
2025-12-21 16:00:00+00:00,0.013636363636363636,0.04738119767428084,1.0,2025-12-21 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.5347345012205045,0.5204001410089842,0.0,1.0,0.0,0.0
2025-12-21 20:00:00+00:00,0.004545454545454545,0.03687388630122723,1.0,2025-12-22 00:00:00+00:00,0.0,1.0,0.0,0.0,0.0,0.0,-0.8083501425934007,0.23039820035817413,0.0,1.0,0.0,0.0
2025-12-22 00:00:00+00:00,0.00909090909090909,0.021463659482565012,1.0,2025-12-22 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.1442657318228389,0.1453317237036093,0.0,1.0,0.0,0.0
2025-12-22 04:00:00+00:00,0.006818181818181818,0.013855126339869184,1.0,2025-12-22 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.159042104172122,0.06815100433319063,0.0,1.0,0.0,0.0
2025-12-22 08:00:00+00:00,0.013636363636363636,0.019681319815492593,1.0,2025-12-22 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.6842531992999894,0.8602895373313159,0.0,1.0,0.0,0.0
2025-12-22 12:00:00+00:00,0.00909090909090909,0.020049905829473857,1.0,2025-12-22 16:00:00+00:00,0.0,1.0,0.0,0.0,1.0,1.0,0.4221872532748392,0.9888291532488637,0.0,1.0,1.0,1.0
2025-12-22 16:00:00+00:00,0.07045454545454545,0.0022582129256782935,0.0,2025-12-22 20:00:00+00:00,0.0,0.0,1.0,1.0,1.0,1.0,1.7114632150937368,1.5655427863853175,1.0,1.0,1.0,1.0
2025-12-22 20:00:00+00:00,0.015909090909090907,0.005465380249716212,1.0,2025-12-23 00:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,-1.1940935459936535,0.18574353456457515,0.0,1.0,0.0,0.0
2025-12-23 00:00:00+00:00,0.045454545454545456,-0.0004208004736557802,0.0,2025-12-23 04:00:00+00:00,0.0,0.0,1.0,1.0,1.0,1.0,0.9634349733207282,1.1093017519289714,1.0,0.0,1.0,1.0
2025-12-23 04:00:00+00:00,0.10227272727272728,-0.00803038081412144,0.0,2025-12-23 08:00:00+00:00,0.0,0.0,1.0,1.0,1.0,1.0,1.8238873675993963,1.8842347007001863,1.0,0.0,1.0,1.0
2025-12-23 08:00:00+00:00,0.02727272727272727,-0.004869474953424491,0.0,2025-12-23 12:00:00+00:00,0.0,0.0,1.0,0.0,1.0,1.0,-0.09131829203284764,1.4194952308574256,1.0,0.0,1.0,1.0
2025-12-23 12:00:00+00:00,0.11136363636363636,-0.008274843251118158,0.0,2025-12-23 16:00:00+00:00,0.0,0.0,1.0,0.0,1.0,1.0,0.6785314920601787,1.9050948606088058,1.0,0.0,1.0,1.0
2025-12-23 16:00:00+00:00,0.02727272727272727,-0.005352832261670937,0.0,2025-12-23 20:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,-0.3887421969594861,1.8891173200576221,1.0,0.0,0.0,0.0
2025-12-23 20:00:00+00:00,0.01818181818181818,-0.009712321446363692,0.0,2025-12-24 00:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,-0.35512218160927467,1.605402660577928,1.0,0.0,0.0,0.0
2025-12-24 00:00:00+00:00,0.04772727272727273,-0.008311828738619242,0.0,2025-12-24 04:00:00+00:00,0.0,0.0,1.0,1.0,1.0,1.0,1.7279790624424223,0.3813279637577033,0.0,0.0,1.0,1.0
2025-12-24 04:00:00+00:00,0.15681818181818183,-0.014415914915922201,0.0,2025-12-24 08:00:00+00:00,0.0,0.0,1.0,1.0,1.0,1.0,0.8062175347096228,1.027425537602983,1.0,0.0,1.0,1.0
2025-12-24 08:00:00+00:00,0.04772727272727273,-0.015896922906698197,0.0,2025-12-24 12:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,-1.13635107813849,0.3911349827342889,0.0,0.0,0.0,0.0
2025-12-24 12:00:00+00:00,0.015873015873015872,-0.011504725378217673,0.0,2025-12-24 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.469719932846725,0.00553541424632002,0.0,0.0,0.0,0.0
2025-12-24 16:00:00+00:00,0.024943310657596373,-0.010478449533173118,0.0,2025-12-24 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.45476880561274796,0.26413319821489983,0.0,0.0,0.0,0.0
2025-12-24 20:00:00+00:00,0.013605442176870748,-0.011216265164243788,0.0,2025-12-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.9301205121712024,0.9299494177277703,0.0,0.0,0.0,0.0
2025-12-25 00:00:00+00:00,0.0045351473922902496,-0.010322617001493284,0.0,2025-12-25 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.3337265052996465,1.0777613643168282,1.0,0.0,0.0,0.0
2025-12-25 04:00:00+00:00,0.006802721088435374,-0.014942604824313865,0.0,2025-12-25 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.2042023278698144,1.2473511587336834,1.0,0.0,0.0,0.0
2025-12-25 08:00:00+00:00,0.011337868480725623,-0.02691724171683063,0.0,2025-12-25 12:00:00+00:00,0.0,0.0,0.0,1.0,0.0,1.0,0.3990261568486956,1.1281444249389272,1.0,0.0,1.0,0.0
2025-12-25 12:00:00+00:00,0.009070294784580499,-0.01504763709951673,1.0,2025-12-25 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.359957110523467,2.0736348913042018,1.0,0.0,0.0,0.0
2025-12-25 16:00:00+00:00,0.0045351473922902496,0.0011498549614763487,1.0,2025-12-25 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.9336073789749091,1.3416185678151735,1.0,1.0,0.0,0.0
2025-12-25 20:00:00+00:00,0.15419501133786848,-0.015789978720161635,0.0,2025-12-26 00:00:00+00:00,0.0,0.0,0.0,1.0,1.0,1.0,1.1090010281777984,0.5657828085588575,0.0,0.0,1.0,1.0
2025-12-26 00:00:00+00:00,0.009070294784580499,0.007579866603425467,1.0,2025-12-26 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.8063359469078035,1.350157429769365,1.0,1.0,0.0,0.0
2025-12-26 04:00:00+00:00,0.022675736961451247,0.010301457878495901,1.0,2025-12-26 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8417839016216068,0.8279234672962257,0.0,1.0,0.0,0.0
2025-12-26 08:00:00+00:00,0.0045351473922902496,0.007898521760222543,1.0,2025-12-26 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.4887704735335934,0.6426237557886926,0.0,1.0,0.0,0.0
2025-12-26 12:00:00+00:00,0.034013605442176874,-0.0034929231980211917,0.0,2025-12-26 16:00:00+00:00,0.0,0.0,1.0,1.0,1.0,1.0,1.657970534899491,0.9682773192289507,0.0,0.0,1.0,1.0
2025-12-26 16:00:00+00:00,0.02040816326530612,-0.003083527692472554,0.0,2025-12-26 20:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,-1.2059074093328284,0.3789247904830114,0.0,0.0,0.0,0.0
2025-12-26 20:00:00+00:00,0.00904977375565611,-0.0016555572070475755,0.0,2025-12-27 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.7892394058767833,1.7534275415457958,1.0,0.0,0.0,0.0
2025-12-27 00:00:00+00:00,0.004524886877828055,0.0018554278135500812,0.0,2025-12-27 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.4558701401584915,1.2185852434521074,1.0,1.0,0.0,0.0
2025-12-27 04:00:00+00:00,0.006787330316742082,0.007169490296207615,0.0,2025-12-27 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.4097131073314537,0.051022115883831744,0.0,1.0,0.0,0.0
2025-12-27 08:00:00+00:00,0.00904977375565611,0.0031091316688580672,0.0,2025-12-27 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.0301288893007037,1.864094811156312,1.0,1.0,0.0,0.0
2025-12-27 12:00:00+00:00,0.01809954751131222,0.005794603043258295,0.0,2025-12-27 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.3855276330657387,1.178044821982948,1.0,1.0,0.0,0.0
2025-12-27 16:00:00+00:00,0.013574660633484163,1.1425777009854698e-05,0.0,2025-12-27 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.5737386849296751,1.079412105155108,1.0,1.0,0.0,0.0
2025-12-27 20:00:00+00:00,0.004524886877828055,0.002306358863048308,0.0,2025-12-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.8600713845892063,0.7431330104058218,0.0,1.0,0.0,0.0
2025-12-28 00:00:00+00:00,0.004524886877828055,-0.0013506188248477713,0.0,2025-12-28 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.5004583044325888,0.3132310439950652,0.0,0.0,0.0,0.0
2025-12-28 04:00:00+00:00,0.00904977375565611,-0.0011185032558467256,0.0,2025-12-28 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.0525712747870803,0.5306741532730233,0.0,0.0,0.0,0.0
2025-12-28 08:00:00+00:00,0.004524886877828055,0.004178992561027606,0.0,2025-12-28 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.0473302060222454,0.5198798790093568,0.0,1.0,0.0,0.0
2025-12-28 12:00:00+00:00,0.011312217194570135,-0.00612640637363604,0.0,2025-12-28 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.0211537946082605,0.5675484766877679,0.0,0.0,0.0,0.0
2025-12-28 16:00:00+00:00,0.06787330316742081,-0.007078466910976022,0.0,2025-12-28 20:00:00+00:00,0.0,0.0,0.0,1.0,0.0,1.0,0.3715213018677248,0.3082742514223895,0.0,0.0,1.0,0.0
2025-12-28 20:00:00+00:00,0.020361990950226245,0.008461531402983224,1.0,2025-12-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.7762060210963755,0.8862934967833597,0.0,1.0,0.0,0.0
2025-12-29 00:00:00+00:00,0.0,0.014588462118874546,1.0,2025-12-29 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-2.6295390954141244,2.6509145385830433,1.0,1.0,0.0,0.0
2025-12-29 04:00:00+00:00,0.004524886877828055,0.013004195266473006,1.0,2025-12-29 08:00:00+00:00,0.0,0.0,0.0,1.0,0.0,1.0,-0.06989062246044386,1.5139237427396173,1.0,1.0,1.0,0.0
2025-12-29 08:00:00+00:00,0.04751131221719457,-0.011055560263254494,0.0,2025-12-29 12:00:00+00:00,0.0,0.0,1.0,1.0,1.0,1.0,0.529056236116763,0.3731062137790067,0.0,0.0,1.0,1.0
2025-12-29 12:00:00+00:00,0.1244343891402715,0.006160734787600486,0.0,2025-12-29 16:00:00+00:00,0.0,1.0,1.0,1.0,1.0,1.0,1.1104941415414524,0.2870711558320835,0.0,1.0,1.0,1.0
2025-12-29 16:00:00+00:00,0.1334841628959276,-0.001427040822743919,0.0,2025-12-29 20:00:00+00:00,0.0,0.0,1.0,1.0,1.0,1.0,0.8353959609076173,0.7024632904784189,0.0,0.0,1.0,1.0
2025-12-29 20:00:00+00:00,0.10633484162895927,-0.0013158768733206871,0.0,2025-12-30 00:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,-0.662974949607529,0.8936590360469883,0.0,0.0,0.0,0.0
2025-12-30 00:00:00+00:00,0.17647058823529413,-0.00158562488710845,0.0,2025-12-30 04:00:00+00:00,0.0,0.0,1.0,0.0,1.0,1.0,0.7155155248913139,0.485451180565221,0.0,0.0,1.0,1.0
2025-12-30 04:00:00+00:00,0.07692307692307693,-0.00038175398812900774,0.0,2025-12-30 08:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.0,-0.5355690768305761,0.9120704253941176,0.0,0.0,0.0,0.0
2025-12-30 08:00:00+00:00,0.013574660633484163,0.00505068989496027,0.0,2025-12-30 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.3700484426985824,2.1802237400522277,1.0,1.0,0.0,0.0
2025-12-30 12:00:00+00:00,0.006787330316742082,0.016575216931265402,1.0,2025-12-30 16:00:00+00:00,0.0,1.0,0.0,0.0,0.0,0.0,-0.23608654854017574,0.6217229774669842,0.0,1.0,0.0,0.0
2025-12-30 16:00:00+00:00,0.00904977375565611,0.0076243338848112074,1.0,2025-12-30 20:00:00+00:00,0.0,0.0,0.0,1.0,1.0,1.0,0.20417125376439582,0.5269918318586596,0.0,1.0,1.0,1.0
2025-12-30 20:00:00+00:00,0.01583710407239819,0.007126315334045508,1.0,2025-12-31 00:00:00+00:00,0.0,0.0,0.0,1.0,0.0,0.0,-0.9971336994060493,0.6182177647506336,0.0,1.0,0.0,0.0
2025-12-31 00:00:00+00:00,0.03167420814479638,0.008193356368239257,1.0,2025-12-31 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.6640022721990402,0.8215523387321396,0.0,1.0,0.0,0.0
2025-12-31 04:00:00+00:00,0.01809954751131222,0.009935266261258846,1.0,2025-12-31 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.8202832920710903,0.9675585666295398,0.0,1.0,0.0,0.0
2025-12-31 08:00:00+00:00,0.02262443438914027,0.012712462493227106,1.0,2025-12-31 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.5018366130901868,1.0676867541029256,1.0,1.0,0.0,0.0
2025-12-31 12:00:00+00:00,0.03619909502262444,0.0012676869667429536,0.0,2025-12-31 16:00:00+00:00,0.0,0.0,0.0,1.0,1.0,1.0,1.4152226572761148,0.2351828513382523,0.0,1.0,1.0,1.0
2025-12-31 16:00:00+00:00,0.15610859728506787,0.00030175359989748074,0.0,2025-12-31 20:00:00+00:00,0.0,1.0,0.0,1.0,1.0,1.0,2.0430773218586094,0.4433010797285547,0.0,1.0,1.0,1.0
2025-12-31 20:00:00+00:00,0.0746606334841629,-0.0035520726110520595,0.0,2026-01-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.5225062882548366,1.2963734177680042,1.0,0.0,0.0,0.0
2026-01-01 00:00:00+00:00,0.04072398190045249,-0.025163278263456323,0.0,2026-01-01 04:00:00+00:00,0.0,0.0,0.0,1.0,0.0,1.0,0.2933779427407629,0.33159021100190167,0.0,0.0,1.0,0.0
2026-01-01 04:00:00+00:00,0.01809954751131222,-0.022094593840349175,0.0,2026-01-01 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-0.8654273846016759,0.7523452894532212,0.0,0.0,0.0,0.0
2026-01-01 08:00:00+00:00,0.0022624434389140274,0.0051537204812119874,1.0,2026-01-01 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,-1.3670394439220859,0.3636711816195209,0.0,1.0,0.0,0.0
2026-01-01 12:00:00+00:00,0.011312217194570135,0.0039960473135653984,1.0,2026-01-01 16:00:00+00:00,0.0,1.0,0.0,0.0,0.0,1.0,-0.1616237418794041,0.4759224611653145,0.0,1.0,1.0,0.0
2026-01-01 16:00:00+00:00,0.01583710407239819,0.01174754290962099,1.0,2026-01-01 20:00:00+00:00,0.0,1.0,0.0,0.0,0.0,0.0,-0.1945377337152212,0.49774153884887073,0.0,1.0,0.0,0.0
2026-01-01 20:00:00+00:00,0.006787330316742082,0.018310086888913668,1.0,2026-01-02 00:00:00+00:00,0.0,1.0,0.0,0.0,0.0,0.0,-0.864005360512782,0.8376490198965364,0.0,1.0,0.0,0.0
2026-01-02 00:00:00+00:00,0.006787330316742082,0.017914986826542023,1.0,2026-01-02 04:00:00+00:00,0.0,1.0,0.0,0.0,0.0,0.0,-0.23880897756985542,1.2242106498033036,1.0,1.0,0.0,0.0
2026-01-02 04:00:00+00:00,0.01583710407239819,0.015685332875968294,1.0,2026-01-02 08:00:00+00:00,0.0,1.0,0.0,1.0,1.0,1.0,1.6358481963914984,0.9459505660472092,0.0,1.0,1.0,1.0
2026-01-02 08:00:00+00:00,0.020361990950226245,0.018015321728997558,1.0,2026-01-02 12:00:00+00:00,0.0,1.0,0.0,0.0,0.0,1.0,0.2719538166230502,1.2701858329842004,1.0,1.0,1.0,0.0
2026-01-02 12:00:00+00:00,0.013544018058690745,0.004566872136572364,1.0,2026-01-02 16:00:00+00:00,0.0,1.0,0.0,0.0,0.0,0.0,-0.24914122460002597,1.291361853610311,1.0,1.0,0.0,0.0
2026-01-02 16:00:00+00:00,0.006772009029345372,0.01899654948366991,1.0,2026-01-02 20:00:00+00:00,0.0,1.0,0.0,0.0,1.0,0.0,-0.1596168568881522,1.2884039436147063,1.0,1.0,0.0,1.0
2026-01-02 20:00:00+00:00,0.004514672686230248,0.016913627561039313,1.0,2026-01-03 00:00:00+00:00,0.0,1.0,0.0,0.0,1.0,0.0,-0.4802417797982744,1.31773900280156,1.0,1.0,0.0,1.0
2026-01-03 00:00:00+00:00,0.004514672686230248,0.02113299740418384,1.0,2026-01-03 04:00:00+00:00,0.0,1.0,0.0,0.0,1.0,0.0,-0.14496487975769679,1.1365569073576278,1.0,1.0,0.0,1.0
2026-01-03 04:00:00+00:00,0.004514672686230248,0.010916912237916243,1.0,2026-01-03 08:00:00+00:00,0.0,1.0,0.0,1.0,1.0,1.0,3.8243801811776574,0.09598657160887897,0.0,1.0,1.0,1.0
